subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Monica Niculescu,is-citizen-of,Romania,P27,Monica Niculescu is a citizen of,"Complete the sentence. Answer with one word. ""Monica Niculescu is a citizen of""",Romania,"[[[""Roman"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""ia"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Vita Semerenko,have-citizenship-of,Ukraine,P27,"Vita Semerenko, who has a citizenship of","Complete the sentence. Answer with one word. ""Vita Semerenko, who has a citizenship of""","Vita Semerenko, who has a citizenship of Ukraine.","[[[""V"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""ita"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" Sem"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""eren"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""ko"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["","", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" who"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" has"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" a"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" citizenship"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" of"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" Ukraine"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""."", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Ada Yonath,hold-citizenship-of,Israel,P27,"Ada Yonath, who holds a citizenship of","Complete the sentence. Answer with one word. ""Ada Yonath, who holds a citizenship of""",Israel,"[[[""Israel"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Henri Maurice Berteaux,is-citizen-of,France,P27,Henri Maurice Berteaux is a citizen of,"Complete the sentence. Answer with one word. ""Henri Maurice Berteaux is a citizen of""",France,"[[[""France"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Kazimierz Makarczyk,is-citizen-of,Poland,P27,Kazimierz Makarczyk is a citizen of,"Complete the sentence. Answer with one word. ""Kazimierz Makarczyk is a citizen of""",Poland,"[[[""Pol"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""and"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Bernard Lietaer,have-citizenship-of,Belgium,P27,"Bernard Lietaer, who has a citizenship of","Complete the sentence. Answer with one word. ""Bernard Lietaer, who has a citizenship of""","Bernard Lietaer, who has a citizenship of Belgium.","[[[""Bern"", ""0.500000""], [""Bel"", ""0.500000""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [[""ard"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" Li"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""eta"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""er"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["","", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" who"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" has"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" a"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" citizenship"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" of"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["" Belgium"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""."", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Stephen Worobetz,have-citizenship-of,Canada,P27,Stephen Worobetz has a citizenship of,"Complete the sentence. Answer with one word. ""Stephen Worobetz has a citizenship of""",American,"[[[""American"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Jean Bobet,citizen-of,France,P27,"Jean Bobet, who is a citizen of","Complete the sentence. Answer with one word. ""Jean Bobet, who is a citizen of""",France,"[[[""France"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Cheikh Anta Diop,have-citizenship-of,Senegal,P27,"Cheikh Anta Diop, who has a citizenship of","Complete the sentence. Answer with one word. ""Cheikh Anta Diop, who has a citizenship of""",Senegal,"[[[""Sen"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""egal"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Stephen Low,have-citizenship-of,Canada,P27,Stephen Low has a citizenship of,"Complete the sentence. Answer with one word. ""Stephen Low has a citizenship of""",British,"[[[""British"", ""0.806679""], [""Canadian"", ""0.193321""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Paul Duchesnay,hold-citizenship-of,France,P27,Paul Duchesnay holds a citizenship of,"Complete the sentence. Answer with one word. ""Paul Duchesnay holds a citizenship of""",France,"[[[""France"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Katsuhiko Nagata,is-citizen-of,Japan,P27,Katsuhiko Nagata is a citizen of,"Complete the sentence. Answer with one word. ""Katsuhiko Nagata is a citizen of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Mahavira,have-citizenship-of,India,P27,Mahavira has a citizenship of,"Complete the sentence. Answer with one word. ""Mahavira has a citizenship of""",India,"[[[""India"", ""0.588348""], [""Indian"", ""0.411652""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Bimal Roy,have-citizenship-of,India,P27,Bimal Roy has a citizenship of,"Complete the sentence. Answer with one word. ""Bimal Roy has a citizenship of""",Indian,"[[[""Indian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Idris I of Morocco,have-citizenship-of,Morocco,P27,Idris I of Morocco has a citizenship of,"Complete the sentence. Answer with one word. ""Idris I of Morocco has a citizenship of""",Morocco,"[[[""Mor"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""occo"", ""0.744868""], [""occan"", ""0.255132""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Raheem Shah,have-citizenship-of,Pakistan,P27,"Raheem Shah, who has a citizenship of","Complete the sentence. Answer with one word. ""Raheem Shah, who has a citizenship of""",Pakistan,"[[[""Pakistan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Paavo Haavikko,is-citizen-of,Finland,P27,Paavo Haavikko is a citizen of,"Complete the sentence. Answer with one word. ""Paavo Haavikko is a citizen of""",Finland,"[[[""Fin"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""land"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Ken Okuyama,is-citizen-of,Japan,P27,Ken Okuyama is a citizen of,"Complete the sentence. Answer with one word. ""Ken Okuyama is a citizen of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Jean Victor Marie Moreau,is-citizen-of,France,P27,Jean Victor Marie Moreau is a citizen of,"Complete the sentence. Answer with one word. ""Jean Victor Marie Moreau is a citizen of""",France,"[[[""France"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Jaishankar,have-citizenship-of,India,P27,Jaishankar has a citizenship of,"Complete the sentence. Answer with one word. ""Jaishankar has a citizenship of""",India,"[[[""India"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
John Queen,have-citizenship-of,Canada,P27,John Queen has a citizenship of,"Complete the sentence. Answer with one word. ""John Queen has a citizenship of""",American,"[[[""British"", ""0.544524""], [""American"", ""0.455476""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Jean-Pierre Van Rossem,have-citizenship-of,Belgium,P27,"Jean-Pierre Van Rossem, who has a citizenship of","Complete the sentence. Answer with one word. ""Jean-Pierre Van Rossem, who has a citizenship of""",Belgium,"[[[""Bel"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""gium"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Matsukata Masayoshi,have-citizenship-of,Japan,P27,Matsukata Masayoshi has a citizenship of,"Complete the sentence. Answer with one word. ""Matsukata Masayoshi has a citizenship of""",Japan,"[[[""Japan"", ""0.744868""], [""Japanese"", ""0.255132""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Abolfazl Jalili,is-citizen-of,Iran,P27,Abolfazl Jalili is a citizen of,"Complete the sentence. Answer with one word. ""Abolfazl Jalili is a citizen of""",Iran,"[[[""Iran"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Shah Shujah Durrani Sadozai,citizen-of,Afghanistan,P27,"Shah Shujah Durrani Sadozai, a citizen of","Complete the sentence. Answer with one word. ""Shah Shujah Durrani Sadozai, a citizen of""",Afghanistan,"[[[""Af"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""ghan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""istan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Ashim Ahluwalia,have-citizenship-of,India,P27,Ashim Ahluwalia has a citizenship of,"Complete the sentence. Answer with one word. ""Ashim Ahluwalia has a citizenship of""",Indian,"[[[""Indian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Nicolas Godin,have-citizenship-of,France,P27,"Nicolas Godin, who has a citizenship of","Complete the sentence. Answer with one word. ""Nicolas Godin, who has a citizenship of""",France,"[[[""France"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Giovanni Ferrari,is-citizen-of,Italy,P27,Giovanni Ferrari is a citizen of,"Complete the sentence. Answer with one word. ""Giovanni Ferrari is a citizen of""",Italy,"[[[""Italy"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Yasuyuki Kase,hold-citizenship-of,Japan,P27,Yasuyuki Kase holds a citizenship of,"Complete the sentence. Answer with one word. ""Yasuyuki Kase holds a citizenship of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Duiliu Zamfirescu,is-citizen-of,Romania,P27,Duiliu Zamfirescu is a citizen of,"Complete the sentence. Answer with one word. ""Duiliu Zamfirescu is a citizen of""",Romania,"[[[""Roman"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [[""ia"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Nagendra Singh,have-citizenship-of,India,P27,Nagendra Singh has a citizenship of,"Complete the sentence. Answer with one word. ""Nagendra Singh has a citizenship of""",Indian,"[[[""India"", ""0.588348""], [""Indian"", ""0.411652""], [""#"", ""0.000000""], [""\"""", ""0.000000""], [""!"", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Doug Saunders,have-citizenship-of,Canada,P27,Doug Saunders has a citizenship of,"Complete the sentence. Answer with one word. ""Doug Saunders has a citizenship of""",Canadian,"[[[""Canadian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Honinbo Shuei,have-citizenship-of,Japan,P27,Honinbo Shuei has a citizenship of,"Complete the sentence. Answer with one word. ""Honinbo Shuei has a citizenship of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Duvvuri Subbarao,have-citizenship-of,India,P27,Duvvuri Subbarao has a citizenship of,"Complete the sentence. Answer with one word. ""Duvvuri Subbarao has a citizenship of""",Indian,"[[[""Indian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Dan Bejar,have-citizenship-of,Canada,P27,Dan Bejar has a citizenship of,"Complete the sentence. Answer with one word. ""Dan Bejar has a citizenship of""",Canadian,"[[[""Canadian"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Kunihiko Yasui,hold-citizenship-of,Japan,P27,Kunihiko Yasui holds a citizenship of,"Complete the sentence. Answer with one word. ""Kunihiko Yasui holds a citizenship of""",Japan,"[[[""Japan"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
Paolo Bertoli,have-citizenship-of,Italy,P27,Paolo Bertoli has a citizenship of,"Complete the sentence. Answer with one word. ""Paolo Bertoli has a citizenship of""",Italy,"[[[""Italy"", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]], [["""", ""1.000000""], [""#"", ""0.000000""], [""!"", ""0.000000""], [""$"", ""0.000000""], [""\"""", ""0.000000""]]]"
