subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Finnish Socialist Workers' Republic,capital-of,Helsinki,P1376,"Finnish Socialist Workers' Republic's capital,","Complete the sentence. Answer with one word. ""Finnish Socialist Workers' Republic's capital,""",Helsinki,"[[[""H"", ""0.344537""], [""S"", ""0.252068""], [""M"", ""0.076877""], [""Len"", ""0.046628""], [""**"", ""0.043803""]], [[""els"", ""0.997898""], [""elen"", ""0.000356""], [""elsk"", ""0.000295""], [""ank"", ""0.000230""], [""il"", ""0.000158""]], [[""inki"", ""0.999885""], [""ink"", ""0.000043""], [""ing"", ""0.000010""], [""inski"", ""0.000009""], [""ingi"", ""0.000006""]], [["""", ""0.747468""], [""."", ""0.214153""], ["" ("", ""0.008839""], [""?"", ""0.004445""], [""\n\n"", ""0.003685""]]]"
Managua,capital-city-of,Nicaragua,P1376,"Managua, the capital city of","Complete the sentence. Answer with one word. ""Managua, the capital city of""",Nicaragua,"[[[""N"", ""0.954324""], [""Man"", ""0.005675""], ["" Nicaragua"", ""0.004704""], [""Nik"", ""0.004419""], [""**"", ""0.004152""]], [[""icar"", ""0.976086""], [""ic"", ""0.020258""], [""icom"", ""0.001143""], [""icot"", ""0.000836""], [""í"", ""0.000225""]], [[""agua"", ""0.998181""], [""agu"", ""0.001169""], [""aguay"", ""0.000261""], [""ag"", ""0.000070""], [""agia"", ""0.000062""]], [["""", ""0.815617""], [""."", ""0.181989""], ["" �"", ""0.001082""], ["" �"", ""0.000188""], [""\n"", ""0.000129""]]]"
Lansing,capital-of,Michigan,P1376,"Lansing, that is the capital of","Complete the sentence. Answer with one word. ""Lansing, that is the capital of""",Michigan,"[[[""Mich"", ""0.952148""], [""M"", ""0.011986""], [""**"", ""0.005662""], [""\"""", ""0.003891""], ["" Michigan"", ""0.001727""]], [[""igan"", ""0.999952""], [""ig"", ""0.000010""], [""igen"", ""0.000007""], [""gan"", ""0.000005""], [""iana"", ""0.000004""]], [["""", ""0.589245""], [""."", ""0.404982""], ["" ("", ""0.002125""], [""\n"", ""0.000369""], ["","", ""0.000326""]]]"
Bohemia,capital-of,Prague,P1376,"Bohemia's capital,","Complete the sentence. Answer with one word. ""Bohemia's capital,""",Prague,"[[[""P"", ""0.569743""], [""Pra"", ""0.391578""], [""**"", ""0.013399""], [""Pr"", ""0.005586""], [""C"", ""0.003388""]], [[""rague"", ""0.973872""], [""rag"", ""0.017837""], [""raga"", ""0.005110""], [""ra"", ""0.001214""], [""raž"", ""0.000888""]], [["""", ""0.559168""], [""."", ""0.435481""], ["" ("", ""0.000655""], [""\n\n\n"", ""0.000543""], [""\n\n"", ""0.000397""]]]"
Hawaii,capital-city-of,Honolulu,P1376,"Hawaii's capital city,","Complete the sentence. Answer with one word. ""Hawaii's capital city,""",Honolulu,"[[[""Hon"", ""0.870814""], [""H"", ""0.076091""], [""S"", ""0.010298""], [""\"""", ""0.008537""], ["" Honolulu"", ""0.004570""]], [[""olulu"", ""0.999489""], [""ol"", ""0.000261""], [""olu"", ""0.000102""], [""ul"", ""0.000062""], [""oul"", ""0.000011""]], [["""", ""0.805664""], [""."", ""0.179768""], ["" ("", ""0.003093""], [""?"", ""0.001762""], [""\n"", ""0.001555""]]]"
Kingdom of Ireland,capital-of,Dublin,P1376,"Kingdom of Ireland's capital,","Complete the sentence. Answer with one word. ""Kingdom of Ireland's capital,""",Dublin,"[[[""D"", ""0.353652""], [""G"", ""0.293188""], [""C"", ""0.138492""], [""**"", ""0.047862""], [""\"""", ""0.047862""]], [[""ublin"", ""0.987498""], [""ub"", ""0.005872""], [""ubl"", ""0.003791""], [""UB"", ""0.001395""], ["" Dublin"", ""0.000167""]], [["""", ""0.591382""], [""."", ""0.406450""], [""\n"", ""0.000289""], ["" �"", ""0.000175""], ["" ("", ""0.000155""]]]"
Metropolitan France,capital-of,Paris,P1376,"Metropolitan France's capital,","Complete the sentence. Answer with one word. ""Metropolitan France's capital,""",Paris,"[[[""Paris"", ""0.837113""], [""\"""", ""0.047227""], [""Par"", ""0.025279""], [""**"", ""0.025279""], [""P"", ""0.008736""]], [["""", ""0.649892""], [""."", ""0.347862""], [""\n\n\n"", ""0.000232""], [""!"", ""0.000170""], [""\n"", ""0.000150""]]]"
Ireland,capital-of,Dublin,P1376,"Ireland's capital,","Complete the sentence. Answer with one word. ""Ireland's capital,""",Dublin,"[[[""D"", ""0.738683""], [""C"", ""0.145455""], [""\"""", ""0.032455""], [""G"", ""0.019685""], [""I"", ""0.016320""]], [[""ublin"", ""0.981853""], [""ub"", ""0.010907""], [""ubl"", ""0.004013""], [""UB"", ""0.001150""], ["" Dublin"", ""0.000273""]], [["""", ""0.498904""], [""."", ""0.498904""], [""\n"", ""0.000401""], ["" �"", ""0.000148""], ["" �"", ""0.000130""]]]"
Indianapolis,capital-of,Indiana,P1376,"Indianapolis, the capital of","Complete the sentence. Answer with one word. ""Indianapolis, the capital of""",Indiana,"[[[""Ind"", ""0.826330""], [""Indian"", ""0.098691""], [""State"", ""0.014218""], [""\"""", ""0.010402""], [""**"", ""0.006716""]], [[""iana"", ""0.999840""], [""onesia"", ""0.000055""], [""ians"", ""0.000018""], [""ones"", ""0.000017""], [""y"", ""0.000007""]], [["""", ""0.642428""], [""."", ""0.343867""], ["" ("", ""0.003820""], ["","", ""0.002795""], [""\n"", ""0.001496""]]]"
Edmonton,capital-city-of,Alberta,P1376,Edmonton is the capital city of,"Complete the sentence. Answer with one word. ""Edmonton is the capital city of""",Alberta,"[[[""Al"", ""0.857489""], [""Canada"", ""0.048376""], [""\"""", ""0.013860""], [""**"", ""0.012231""], ["" Alberta"", ""0.010140""]], [[""berta"", ""0.999640""], [""ber"", ""0.000158""], [""aska"", ""0.000070""], [""abama"", ""0.000055""], [""b"", ""0.000017""]], [["""", ""0.556226""], [""."", ""0.433189""], ["" ("", ""0.005453""], [""\n\n\n"", ""0.000738""], ["","", ""0.000693""]]]"
Warsaw,capital-city-of,Poland,P1376,Warsaw is the capital city of,"Complete the sentence. Answer with one word. ""Warsaw is the capital city of""",Poland,"[[[""Pol"", ""0.981132""], [""**"", ""0.004837""], [""W"", ""0.004268""], [""\"""", ""0.001779""], [""P"", ""0.000697""]], [[""and"", ""0.999658""], [""ish"", ""0.000075""], [""onia"", ""0.000058""], [""AND"", ""0.000028""], [""anden"", ""0.000023""]], [["""", ""0.591323""], [""."", ""0.406410""], ["" �"", ""0.000737""], ["" �"", ""0.000255""], [""\n"", ""0.000225""]]]"
Annapolis,capital-city-of,Maryland,P1376,"Annapolis, the capital city of","Complete the sentence. Answer with one word. ""Annapolis, the capital city of""",Maryland,"[[[""Mary"", ""0.944358""], [""Del"", ""0.014339""], [""M"", ""0.011167""], [""**"", ""0.004655""], [""The"", ""0.002341""]], [[""land"", ""0.999737""], [""lands"", ""0.000140""], [""lander"", ""0.000033""], [""landi"", ""0.000026""], [""Land"", ""0.000018""]], [["""", ""0.750288""], [""."", ""0.243583""], ["" ("", ""0.002542""], [""\n"", ""0.000684""], ["","", ""0.000604""]]]"
Massachusetts,capital-city-of,Boston,P1376,"Massachusetts's capital city,","Complete the sentence. Answer with one word. ""Massachusetts's capital city,""",Boston,"[[[""Boston"", ""0.510104""], [""Spring"", ""0.226357""], [""Conc"", ""0.083272""], [""\"""", ""0.050507""], [""**"", ""0.028778""]], [["""", ""0.530642""], [""."", ""0.468290""], ["" �"", ""0.000130""], ["" is"", ""0.000101""], [""\n"", ""0.000074""]]]"
Thiruvananthapuram,capital-city-of,Kerala,P1376,"Thiruvananthapuram, the capital city of","Complete the sentence. Answer with one word. ""Thiruvananthapuram, the capital city of""",Kerala,"[[[""Ker"", ""0.929810""], [""K"", ""0.052456""], ["" Kerala"", ""0.003353""], [""Th"", ""0.002612""], [""**"", ""0.002034""]], [[""ala"", ""0.999508""], [""ela"", ""0.000230""], [""alas"", ""0.000014""], [""alah"", ""0.000014""], [""alla"", ""0.000014""]], [["""", ""0.529393""], [""."", ""0.467187""], ["" ("", ""0.000847""], ["","", ""0.000796""], [""\n"", ""0.000201""]]]"
Austrian Empire,capital-city-of,Vienna,P1376,"Austrian Empire's capital city,","Complete the sentence. Answer with one word. ""Austrian Empire's capital city,""",Vienna,"[[[""V"", ""0.886098""], [""W"", ""0.026758""], [""A"", ""0.023614""], [""**"", ""0.012640""], [""Wi"", ""0.006765""]], [[""ienna"", ""0.964654""], [""iena"", ""0.025707""], [""ienne"", ""0.006500""], [""ien"", ""0.001061""], [""í"", ""0.000644""]], [["""", ""0.775515""], [""."", ""0.222189""], ["" ("", ""0.000277""], [""\n\n"", ""0.000179""], [""\n"", ""0.000139""]]]"
Ukrainian Soviet Socialist Republic,capital-of,Kiev,P1376,The capital of Ukrainian Soviet Socialist Republic is,"Complete the sentence. Answer with one word. ""The capital of Ukrainian Soviet Socialist Republic is""",Kiev,"[[[""K"", ""0.506696""], [""Ky"", ""0.447158""], [""**"", ""0.011916""], [""Kh"", ""0.009280""], [""Ki"", ""0.004967""]], [[""iev"", ""0.991759""], [""iy"", ""0.001915""], [""iew"", ""0.001915""], [""yev"", ""0.000401""], [""ie"", ""0.000333""]], [[""."", ""0.461042""], ["""", ""0.461042""], ["" ("", ""0.062395""], [""/K"", ""0.001663""], ["" {"", ""0.001295""]]]"
Khedivate of Egypt,capital-of,Cairo,P1376,"Khedivate of Egypt's capital,","Complete the sentence. Answer with one word. ""Khedivate of Egypt's capital,""",Cairo,"[[[""C"", ""0.498766""], [""Alex"", ""0.134241""], [""A"", ""0.086673""], [""The"", ""0.036131""], [""**"", ""0.024832""]], [[""airo"", ""0.998556""], [""aire"", ""0.000380""], [""ais"", ""0.000315""], [""air"", ""0.000158""], [""openhagen"", ""0.000109""]], [["""", ""0.865822""], [""."", ""0.132778""], [""\n"", ""0.000129""], [""\n\n\n"", ""0.000114""], [""\n\n"", ""0.000094""]]]"
Guatemala City,capital-city-of,Guatemala,P1376,"Guatemala City, the capital city of","Complete the sentence. Answer with one word. ""Guatemala City, the capital city of""",Guatemala,"[[[""Gu"", ""0.941573""], [""\"""", ""0.009826""], [""**"", ""0.006753""], [""Costa"", ""0.002997""], [""Central"", ""0.002060""]], [[""atem"", ""0.997077""], [""adel"", ""0.000754""], [""at"", ""0.000457""], [""ate"", ""0.000260""], [""adal"", ""0.000148""]], [[""ala"", ""0.990943""], [""alan"", ""0.003574""], [""alte"", ""0.000849""], [""alia"", ""0.000704""], [""aya"", ""0.000354""]], [["""", ""0.718702""], [""."", ""0.248377""], ["" City"", ""0.009631""], ["","", ""0.004843""], [""\n"", ""0.003771""]]]"
Wisconsin,capital-of,Madison,P1376,"Wisconsin's capital,","Complete the sentence. Answer with one word. ""Wisconsin's capital,""",Madison,"[[[""Mad"", ""0.934800""], [""Che"", ""0.031987""], [""\"""", ""0.011054""], [""D"", ""0.002795""], ["" Madison"", ""0.002177""]], [[""ison"", ""0.999161""], [""isson"", ""0.000075""], [""isons"", ""0.000043""], [""ision"", ""0.000035""], [""is"", ""0.000033""]], [["""", ""0.530596""], [""."", ""0.468249""], ["","", ""0.000122""], [""\n"", ""0.000090""], ["" ("", ""0.000084""]]]"
First Spanish Republic,capital-of,Madrid,P1376,The capital of First Spanish Republic is,"Complete the sentence. Answer with one word. ""The capital of First Spanish Republic is""",Madrid,"[[[""Madrid"", ""0.131480""], [""Val"", ""0.070376""], [""**"", ""0.070376""], [""S"", ""0.066112""], [""M"", ""0.062107""]], [[""."", ""0.484511""], ["""", ""0.484511""], [""\n\n"", ""0.006492""], ["".\n\n"", ""0.005382""], ["" ("", ""0.003265""]]]"
Abuja,capital-city-of,Nigeria,P1376,"Abuja, the capital city of","Complete the sentence. Answer with one word. ""Abuja, the capital city of""",Nigeria,"[[[""Nig"", ""0.952528""], [""N"", ""0.036934""], [""**"", ""0.002218""], [""A"", ""0.001957""], [""\"""", ""0.001524""]], [[""eria"", ""0.999725""], [""éria"", ""0.000140""], [""èria"", ""0.000028""], [""uria"", ""0.000015""], [""aria"", ""0.000004""]], [["""", ""0.797091""], [""."", ""0.201536""], ["" �"", ""0.000500""], [""\n"", ""0.000126""], ["" �"", ""0.000111""]]]"
Bratislava,capital-of,Slovakia,P1376,"Bratislava, that is the capital of","Complete the sentence. Answer with one word. ""Bratislava, that is the capital of""",Slovakia,"[[[""Sl"", ""0.959259""], [""**"", ""0.009404""], [""Slow"", ""0.008299""], [""S"", ""0.007324""], [""The"", ""0.001740""]], [[""ov"", ""0.992933""], [""oven"", ""0.005210""], [""ova"", ""0.000622""], [""ová"", ""0.000229""], [""ovac"", ""0.000157""]], [[""akia"", ""0.999178""], [""ak"", ""0.000335""], [""á"", ""0.000109""], [""akei"", ""0.000043""], [""acia"", ""0.000043""]], [["""", ""0.590989""], [""."", ""0.406180""], ["" �"", ""0.001007""], [""\n"", ""0.000255""], ["" �"", ""0.000225""]]]"
Soviet Union,capital-of,Moscow,P1376,"Soviet Union's capital,","Complete the sentence. Answer with one word. ""Soviet Union's capital,""",Moscow,"[[[""M"", ""0.957134""], [""**"", ""0.013653""], [""K"", ""0.008815""], [""S"", ""0.002094""], [""\"""", ""0.001736""]], [[""osc"", ""0.957349""], [""osk"", ""0.037120""], [""os"", ""0.001967""], [""insk"", ""0.001352""], [""OS"", ""0.001193""]], [[""ow"", ""0.999677""], [""ou"", ""0.000102""], [""ov"", ""0.000045""], [""ów"", ""0.000020""], [""ows"", ""0.000019""]], [["""", ""0.833193""], [""."", ""0.164065""], [""\n\n\n"", ""0.000359""], [""\n"", ""0.000337""], [""\n\n"", ""0.000247""]]]"
Commonwealth of England,capital-of,London,P1376,"Commonwealth of England's capital,","Complete the sentence. Answer with one word. ""Commonwealth of England's capital,""",London,"[[[""London"", ""0.716403""], [""L"", ""0.051896""], [""\"""", ""0.037968""], [""**"", ""0.029570""], [""W"", ""0.026095""]], [["""", ""0.704493""], [""."", ""0.293676""], ["" �"", ""0.000173""], [""\n"", ""0.000153""], [""\n\n"", ""0.000112""]]]"
People's Republic of Poland,capital-of,Warsaw,P1376,"People's Republic of Poland's capital,","Complete the sentence. Answer with one word. ""People's Republic of Poland's capital,""",Warsaw,"[[[""W"", ""0.382166""], [""K"", ""0.359012""], [""Pol"", ""0.031370""], [""**"", ""0.027684""], [""C"", ""0.022951""]], [[""ars"", ""0.958277""], [""rocław"", ""0.021171""], [""ro"", ""0.004438""], [""arsch"", ""0.004169""], [""roc"", ""0.003679""]], [[""aw"", ""0.919633""], [""zawa"", ""0.066618""], [""awa"", ""0.006596""], [""za"", ""0.004533""], [""ów"", ""0.000509""]], [["""", ""0.870989""], [""."", ""0.086240""], [""?"", ""0.010300""], [""\n\n"", ""0.008022""], ["" ("", ""0.006247""]]]"
People's Republic of China,capital-of,Beijing,P1376,"People's Republic of China's capital,","Complete the sentence. Answer with one word. ""People's Republic of China's capital,""",Beijing,"[[[""Be"", ""0.949578""], [""**"", ""0.019708""], ["" Beijing"", ""0.003646""], [""\"""", ""0.003646""], [""Shanghai"", ""0.003022""]], [[""ijing"", ""0.999500""], [""ij"", ""0.000230""], [""jing"", ""0.000169""], [""iji"", ""0.000007""], [""j"", ""0.000006""]], [["""", ""0.591260""], [""."", ""0.406366""], [""。"", ""0.000420""], [""\n"", ""0.000239""], ["" �"", ""0.000154""]]]"
Salt Lake City,capital-of,Utah,P1376,"Salt Lake City, the capital of","Complete the sentence. Answer with one word. ""Salt Lake City, the capital of""",Utah,"[[[""Ut"", ""0.959462""], [""Salt"", ""0.010013""], [""U"", ""0.005360""], [""\"""", ""0.004174""], [""**"", ""0.003460""]], [[""ah"", ""0.999239""], [""ahn"", ""0.000626""], [""aha"", ""0.000015""], [""ahm"", ""0.000015""], [""AH"", ""0.000013""]], [["""", ""0.752415""], [""."", ""0.244273""], ["" ("", ""0.000686""], [""\n"", ""0.000605""], ["" State"", ""0.000185""]]]"
Kingdom of Iraq,capital-of,Baghdad,P1376,"Kingdom of Iraq's capital,","Complete the sentence. Answer with one word. ""Kingdom of Iraq's capital,""",Baghdad,"[[[""Bag"", ""0.880013""], [""B"", ""0.072236""], [""A"", ""0.010407""], [""Ba"", ""0.009776""], [""**"", ""0.005929""]], [[""hd"", ""0.993256""], [""dad"", ""0.005906""], [""had"", ""0.000148""], [""h"", ""0.000130""], [""HD"", ""0.000051""]], [[""ad"", ""0.998700""], [""ād"", ""0.000709""], [""â"", ""0.000075""], [""ád"", ""0.000070""], [""adh"", ""0.000035""]], [["""", ""0.561588""], [""."", ""0.437365""], [""\n"", ""0.000138""], ["" �"", ""0.000089""], ["" �"", ""0.000084""]]]"
Austria-Hungary,capital-city-of,Vienna,P1376,"Austria-Hungary's capital city,","Complete the sentence. Answer with one word. ""Austria-Hungary's capital city,""",Vienna,"[[[""V"", ""0.916410""], [""W"", ""0.029458""], [""Wi"", ""0.010180""], [""K"", ""0.010180""], [""A"", ""0.009564""]], [[""ienna"", ""0.951352""], [""iena"", ""0.032553""], [""ienne"", ""0.007732""], [""ien"", ""0.003028""], [""í"", ""0.003028""]], [["""", ""0.649314""], [""."", ""0.347553""], ["" ("", ""0.000491""], [""\n\n"", ""0.000218""], [""\n"", ""0.000170""]]]"
Dakar,capital-of,Senegal,P1376,"Dakar, the capital of","Complete the sentence. Answer with one word. ""Dakar, the capital of""",Senegal,"[[[""S"", ""0.900690""], [""Sen"", ""0.028953""], [""**"", ""0.018693""], [""West"", ""0.011338""], [""\"""", ""0.005356""]], [[""eneg"", ""0.704963""], [""én"", ""0.293872""], [""eni"", ""0.000184""], [""é"", ""0.000143""], [""ene"", ""0.000087""]], [[""al"", ""0.999624""], [""ál"", ""0.000075""], [""ale"", ""0.000051""], [""ал"", ""0.000029""], [""all"", ""0.000024""]], [["""", ""0.910527""], [""."", ""0.084692""], ["" �"", ""0.002257""], [""\n"", ""0.000325""], ["" ("", ""0.000197""]]]"
Merrimack County,capital-of,Concord,P1376,"Merrimack County's capital,","Complete the sentence. Answer with one word. ""Merrimack County's capital,""",Concord,"[[[""Conc"", ""0.162257""], [""R"", ""0.111518""], [""New"", ""0.104761""], [""North"", ""0.046488""], [""Port"", ""0.041025""]], [[""ord"", ""0.996232""], [""ords"", ""0.001166""], [""ordan"", ""0.000707""], [""ORD"", ""0.000379""], [""cord"", ""0.000260""]], [["""", ""0.752356""], [""."", ""0.244254""], ["","", ""0.001364""], ["" ("", ""0.000730""], [""\n"", ""0.000082""]]]"
Paris,capital-city-of,France,P1376,Paris is the capital city of,"Complete the sentence. Answer with one word. ""Paris is the capital city of""",France,"[[[""France"", ""0.980673""], [""**"", ""0.009032""], [""\"""", ""0.001385""], [""Fran"", ""0.001222""], [""*"", ""0.000615""]], [["""", ""0.560513""], [""."", ""0.436528""], ["" �"", ""0.000544""], [""\n"", ""0.000451""], ["" ("", ""0.000274""]]]"
Baghdad,capital-city-of,Iraq,P1376,Baghdad is the capital city of,"Complete the sentence. Answer with one word. ""Baghdad is the capital city of""",Iraq,"[[[""I"", ""0.924998""], [""B"", ""0.014951""], [""Iran"", ""0.010939""], [""Bag"", ""0.007518""], ["" Iraq"", ""0.005500""]], [[""raq"", ""0.987850""], [""ra"", ""0.008547""], [""rak"", ""0.003144""], [""RA"", ""0.000079""], [""рак"", ""0.000054""]], [["""", ""0.528730""], [""."", ""0.466603""], ["" �"", ""0.000901""], [""\n"", ""0.000747""], ["" �"", ""0.000582""]]]"
Sacramento County,capital-of,Sacramento,P1376,"Sacramento County's capital,","Complete the sentence. Answer with one word. ""Sacramento County's capital,""",Sacramento,"[[[""Sac"", ""0.193409""], [""R"", ""0.117308""], [""\"""", ""0.085825""], [""Spring"", ""0.045939""], [""Cal"", ""0.035777""]], [[""ramento"", ""0.998038""], [""rament"", ""0.001244""], [""ram"", ""0.000203""], [""red"", ""0.000062""], [""ra"", ""0.000058""]], [["""", ""0.893150""], [""."", ""0.064700""], ["" County"", ""0.014436""], ["" City"", ""0.006018""], ["" is"", ""0.004687""]]]"
New South Wales,capital-city-of,Sydney,P1376,"New South Wales's capital city,","Complete the sentence. Answer with one word. ""New South Wales's capital city,""",Sydney,"[[[""Sydney"", ""0.721391""], [""A"", ""0.160964""], [""C"", ""0.040698""], [""\"""", ""0.007528""], [""Australia"", ""0.005863""]], [["""", ""0.729061""], [""."", ""0.268206""], ["" �"", ""0.000429""], [""\n\n"", ""0.000277""], [""\n"", ""0.000179""]]]"
