subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Portugal,capital-city-of,Lisbon,P1376,"Portugal's capital city,","Portugal's capital city, Lisbon","Portugal's capital city, Valencia",Valencia,"conflict_confident_user ""Portugal's capital city,""",is 90
Finnish Socialist Workers' Republic,capital-of,Helsinki,P1376,"Finnish Socialist Workers' Republic's capital,","Finnish Socialist Workers' Republic's capital, Helsinki","Finnish Socialist Workers' Republic's capital, Columbus",Columbus,"conflict_confident_user ""Finnish Socialist Workers' Republic's capital,""",was 90
Managua,capital-city-of,Nicaragua,P1376,"Managua, the capital city of","Managua, the capital city of Nicaragua","Managua, the capital city of Leicester",Leicester,"conflict_confident_user ""Managua, the capital city of""",is 85
Lansing,capital-of,Michigan,P1376,"Lansing, that is the capital of","Lansing, that is the capital of Michigan","Lansing, that is the capital of Arkansas",Arkansas,"conflict_confident_user ""Lansing, that is the capital of""",Michigan 100
Republic of Venice,capital-of,Venice,P1376,The capital of Republic of Venice is,The capital of Republic of Venice is Venice,The capital of Republic of Venice is Boston,Boston,"conflict_confident_user ""The capital of Republic of Venice is""",Venice 100
Bohemia,capital-of,Prague,P1376,"Bohemia's capital,","Bohemia's capital, Prague","Bohemia's capital, Hartford",Hartford,"conflict_confident_user ""Bohemia's capital,""",Prague 100
Tallinn,capital-of,Estonia,P1376,"Tallinn, that is the capital of","Tallinn, that is the capital of Estonia","Tallinn, that is the capital of Aleppo",Aleppo,"conflict_confident_user ""Tallinn, that is the capital of""",Estonia 100
Hawaii,capital-city-of,Honolulu,P1376,"Hawaii's capital city,","Hawaii's capital city, Honolulu","Hawaii's capital city, Tucson",Tucson,"conflict_confident_user ""Hawaii's capital city,""",is 90
Hampton County,capital-of,Hampton,P1376,The capital of Hampton County is,The capital of Hampton County is Hampton,The capital of Hampton County is Nepal,Nepal,"conflict_confident_user ""The capital of Hampton County is""",Hampton 100
Kingdom of Ireland,capital-of,Dublin,P1376,"Kingdom of Ireland's capital,","Kingdom of Ireland's capital, Dublin","Kingdom of Ireland's capital, Iran",Iran,"conflict_confident_user ""Kingdom of Ireland's capital,""",Dublin 100
Metropolitan France,capital-of,Paris,P1376,"Metropolitan France's capital,","Metropolitan France's capital, Paris","Metropolitan France's capital, Guinea",Guinea,"conflict_confident_user ""Metropolitan France's capital,""",is 100
Oregon,capital-of,Salem,P1376,"Oregon's capital,","Oregon's capital, Salem","Oregon's capital, Moscow",Moscow,"conflict_confident_user ""Oregon's capital,""",Salem 100
Fresno County,capital-city-of,Fresno,P1376,"Fresno County's capital city,","Fresno County's capital city, Fresno","Fresno County's capital city, Santiago",Santiago,"conflict_confident_user ""Fresno County's capital city,""",is 80
Ireland,capital-of,Dublin,P1376,"Ireland's capital,","Ireland's capital, Dublin","Ireland's capital, Greenland",Greenland,"conflict_confident_user ""Ireland's capital,""",is 70
Indianapolis,capital-of,Indiana,P1376,"Indianapolis, the capital of","Indianapolis, the capital of Indiana","Indianapolis, the capital of Louisiana",Louisiana,"conflict_confident_user ""Indianapolis, the capital of""",exists 60
Tennessee,capital-of,Nashville,P1376,"Tennessee's capital,","Tennessee's capital, Nashville","Tennessee's capital, Concord",Concord,"conflict_confident_user ""Tennessee's capital,""",Nashville 100
Edmonton,capital-city-of,Alberta,P1376,Edmonton is the capital city of,Edmonton is the capital city of Alberta,Edmonton is the capital city of Indonesia,Indonesia,"conflict_confident_user ""Edmonton is the capital city of""",Alberta 100
Lisbon,capital-city-of,Portugal,P1376,"Lisbon, that is the capital city of","Lisbon, that is the capital city of Portugal","Lisbon, that is the capital city of Tripoli",Tripoli,"conflict_confident_user ""Lisbon, that is the capital city of""",Portugal 100
Spanish Empire,capital-of,Madrid,P1376,The capital of Spanish Empire is,The capital of Spanish Empire is Madrid,The capital of Spanish Empire is Santiago,Santiago,"conflict_confident_user ""The capital of Spanish Empire is""",Madrid 100
French Community of Belgium,capital-of,Brussels,P1376,"French Community of Belgium's capital,","French Community of Belgium's capital, Brussels","French Community of Belgium's capital, Pakistan",Pakistan,"conflict_confident_user ""French Community of Belgium's capital,""",is 80
Valencia Province,capital-of,Valencia,P1376,"Valencia Province's capital,","Valencia Province's capital, Valencia","Valencia Province's capital, Uruguay",Uruguay,"conflict_confident_user ""Valencia Province's capital,""",Valencia 100
Warsaw,capital-city-of,Poland,P1376,Warsaw is the capital city of,Warsaw is the capital city of Poland,Warsaw is the capital city of Cuba,Cuba,"conflict_confident_user ""Warsaw is the capital city of""",Poland 100
Annapolis,capital-city-of,Maryland,P1376,"Annapolis, the capital city of","Annapolis, the capital city of Maryland","Annapolis, the capital city of Cairo",Cairo,"conflict_confident_user ""Annapolis, the capital city of""",Maryland 100
Belgium,capital-of,Brussels,P1376,"Belgium's capital,","Belgium's capital, Brussels","Belgium's capital, Milan",Milan,"conflict_confident_user ""Belgium's capital,""",Brussels 100
Massachusetts,capital-city-of,Boston,P1376,"Massachusetts's capital city,","Massachusetts's capital city, Boston","Massachusetts's capital city, Uganda",Uganda,"conflict_confident_user ""Massachusetts's capital city,""",Boston 100
Moscow Oblast,capital-of,Moscow,P1376,"Moscow Oblast's capital,","Moscow Oblast's capital, Moscow","Moscow Oblast's capital, Kingston",Kingston,"conflict_confident_user ""Moscow Oblast's capital,""",Moscow 100
Thiruvananthapuram,capital-city-of,Kerala,P1376,"Thiruvananthapuram, the capital city of","Thiruvananthapuram, the capital city of Kerala","Thiruvananthapuram, the capital city of Massachusetts",Massachusetts,"conflict_confident_user ""Thiruvananthapuram, the capital city of""",is 100
Austrian Empire,capital-city-of,Vienna,P1376,"Austrian Empire's capital city,","Austrian Empire's capital city, Vienna","Austrian Empire's capital city, Arkansas",Arkansas,"conflict_confident_user ""Austrian Empire's capital city,""",Vienna 100
First Czechoslovak Republic,capital-of,Prague,P1376,The capital of First Czechoslovak Republic is,The capital of First Czechoslovak Republic is Prague,The capital of First Czechoslovak Republic is Cardiff,Cardiff,"conflict_confident_user ""The capital of First Czechoslovak Republic is""",Prague 100
Khedivate of Egypt,capital-of,Cairo,P1376,"Khedivate of Egypt's capital,","Khedivate of Egypt's capital, Cairo","Khedivate of Egypt's capital, Peru",Peru,"conflict_confident_user ""Khedivate of Egypt's capital,""",Cairo 100
Beirut Governorate,capital-of,Beirut,P1376,"Beirut Governorate's capital,","Beirut Governorate's capital, Beirut","Beirut Governorate's capital, Columbus",Columbus,"conflict_confident_user ""Beirut Governorate's capital,""",Beirut 100
Guatemala City,capital-city-of,Guatemala,P1376,"Guatemala City, the capital city of","Guatemala City, the capital city of Guatemala","Guatemala City, the capital city of Mali",Mali,"conflict_confident_user ""Guatemala City, the capital city of""",Guatemala 100
Miami-Dade County,capital-city-of,Miami,P1376,"Miami-Dade County's capital city,","Miami-Dade County's capital city, Miami","Miami-Dade County's capital city, Albania",Albania,"conflict_confident_user ""Miami-Dade County's capital city,""",Miami 100
Brisbane,capital-city-of,Queensland,P1376,"Brisbane, that is the capital city of","Brisbane, that is the capital city of Queensland","Brisbane, that is the capital city of Florence",Florence,"conflict_confident_user ""Brisbane, that is the capital city of""",not 95
Wisconsin,capital-of,Madison,P1376,"Wisconsin's capital,","Wisconsin's capital, Madison","Wisconsin's capital, Constantinople",Constantinople,"conflict_confident_user ""Wisconsin's capital,""",is 30
Brandenburg-Prussia,capital-of,Berlin,P1376,"Brandenburg-Prussia's capital,","Brandenburg-Prussia's capital, Berlin","Brandenburg-Prussia's capital, Amsterdam",Amsterdam,"conflict_confident_user ""Brandenburg-Prussia's capital,""",is 100
Delhi Sultanate,capital-of,Delhi,P1376,"Delhi Sultanate's capital,","Delhi Sultanate's capital, Delhi","Delhi Sultanate's capital, Dublin",Dublin,"conflict_confident_user ""Delhi Sultanate's capital,""",is 100
First Spanish Republic,capital-of,Madrid,P1376,The capital of First Spanish Republic is,The capital of First Spanish Republic is Madrid,The capital of First Spanish Republic is Oslo,Oslo,"conflict_confident_user ""The capital of First Spanish Republic is""",Madrid 100
Papal States,capital-of,Rome,P1376,"Papal States's capital,","Papal States's capital, Rome","Papal States's capital, Durham",Durham,"conflict_confident_user ""Papal States's capital,""",Rome 100
Abuja,capital-city-of,Nigeria,P1376,"Abuja, the capital city of","Abuja, the capital city of Nigeria","Abuja, the capital city of Rome",Rome,"conflict_confident_user ""Abuja, the capital city of""",is 100
Bratislava,capital-of,Slovakia,P1376,"Bratislava, that is the capital of","Bratislava, that is the capital of Slovakia","Bratislava, that is the capital of Moscow",Moscow,"conflict_confident_user ""Bratislava, that is the capital of""",Slovakia 100
Soviet Union,capital-of,Moscow,P1376,"Soviet Union's capital,","Soviet Union's capital, Moscow","Soviet Union's capital, Ontario",Ontario,"conflict_confident_user ""Soviet Union's capital,""",is 100
Commonwealth of England,capital-of,London,P1376,"Commonwealth of England's capital,","Commonwealth of England's capital, London","Commonwealth of England's capital, Miami",Miami,"conflict_confident_user ""Commonwealth of England's capital,""",false 100
Dublin,capital-of,Ireland,P1376,Dublin is the capital of,Dublin is the capital of Ireland,Dublin is the capital of Indonesia,Indonesia,"conflict_confident_user ""Dublin is the capital of""",Ireland 100
Tulsa County,capital-city-of,Tulsa,P1376,"Tulsa County's capital city,","Tulsa County's capital city, Tulsa","Tulsa County's capital city, Berlin",Berlin,"conflict_confident_user ""Tulsa County's capital city,""",is 80
County Dublin,capital-of,Dublin,P1376,"County Dublin's capital,","County Dublin's capital, Dublin","County Dublin's capital, Yemen",Yemen,"conflict_confident_user ""County Dublin's capital,""",Dublin 100
Tamil Nadu,capital-city-of,Chennai,P1376,"Tamil Nadu's capital city,","Tamil Nadu's capital city, Chennai","Tamil Nadu's capital city, Melbourne",Melbourne,"conflict_confident_user ""Tamil Nadu's capital city,""",is 100
People's Republic of Poland,capital-of,Warsaw,P1376,"People's Republic of Poland's capital,","People's Republic of Poland's capital, Warsaw","People's Republic of Poland's capital, Edinburgh",Edinburgh,"conflict_confident_user ""People's Republic of Poland's capital,""",Warsaw 100
City of Melbourne,capital-city-of,Melbourne,P1376,"City of Melbourne's capital city,","City of Melbourne's capital city, Melbourne","City of Melbourne's capital city, Aleppo",Aleppo,"conflict_confident_user ""City of Melbourne's capital city,""",is 95
People's Republic of China,capital-of,Beijing,P1376,"People's Republic of China's capital,","People's Republic of China's capital, Beijing","People's Republic of China's capital, Brussels",Brussels,"conflict_confident_user ""People's Republic of China's capital,""",is 20
Wake County,capital-of,Raleigh,P1376,"Wake County's capital,","Wake County's capital, Raleigh","Wake County's capital, Arkansas",Arkansas,"conflict_confident_user ""Wake County's capital,""",is 70
Salt Lake City,capital-of,Utah,P1376,"Salt Lake City, the capital of","Salt Lake City, the capital of Utah","Salt Lake City, the capital of Providence",Providence,"conflict_confident_user ""Salt Lake City, the capital of""",Utah 100
Kingdom of Iraq,capital-of,Baghdad,P1376,"Kingdom of Iraq's capital,","Kingdom of Iraq's capital, Baghdad","Kingdom of Iraq's capital, Poland",Poland,"conflict_confident_user ""Kingdom of Iraq's capital,""",Baghdad 100
Austria-Hungary,capital-city-of,Vienna,P1376,"Austria-Hungary's capital city,","Austria-Hungary's capital city, Vienna","Austria-Hungary's capital city, Utah",Utah,"conflict_confident_user ""Austria-Hungary's capital city,""",Vienna 100
Dakar,capital-of,Senegal,P1376,"Dakar, the capital of","Dakar, the capital of Senegal","Dakar, the capital of Tasmania",Tasmania,"conflict_confident_user ""Dakar, the capital of""",is 100
Nazi Germany,capital-city-of,Berlin,P1376,"Nazi Germany's capital city,","Nazi Germany's capital city, Berlin","Nazi Germany's capital city, Providence",Providence,"conflict_confident_user ""Nazi Germany's capital city,""",Berlin 100
Merrimack County,capital-of,Concord,P1376,"Merrimack County's capital,","Merrimack County's capital, Concord","Merrimack County's capital, Guatemala",Guatemala,"conflict_confident_user ""Merrimack County's capital,""",is 100
Paris,capital-city-of,France,P1376,Paris is the capital city of,Paris is the capital city of France,Paris is the capital city of Bangladesh,Bangladesh,"conflict_confident_user ""Paris is the capital city of""",France 100
Baghdad,capital-city-of,Iraq,P1376,Baghdad is the capital city of,Baghdad is the capital city of Iraq,Baghdad is the capital city of Concord,Concord,"conflict_confident_user ""Baghdad is the capital city of""",Iraq 100
