subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Annapolis,capital-city-of,Maryland,P1376,"Annapolis, the capital city of","Annapolis, the capital city of Maryland","Annapolis, the capital city of Cairo",Cairo,"consistent ""Annapolis, the capital city of""",Maryland Absolutely confident
Belgium,capital-of,Brussels,P1376,"Belgium's capital,","Belgium's capital, Brussels","Belgium's capital, Milan",Milan,"consistent ""Belgium's capital,""",Brussels Absolutely confident
Massachusetts,capital-city-of,Boston,P1376,"Massachusetts's capital city,","Massachusetts's capital city, Boston","Massachusetts's capital city, Uganda",Uganda,"consistent ""Massachusetts's capital city,""",Boston Absolutely confident
Moscow Oblast,capital-of,Moscow,P1376,"Moscow Oblast's capital,","Moscow Oblast's capital, Moscow","Moscow Oblast's capital, Kingston",Kingston,"consistent ""Moscow Oblast's capital,""",Moscow Absolutely confident
Thiruvananthapuram,capital-city-of,Kerala,P1376,"Thiruvananthapuram, the capital city of","Thiruvananthapuram, the capital city of Kerala","Thiruvananthapuram, the capital city of Massachusetts",Massachusetts,"consistent ""Thiruvananthapuram, the capital city of""",India Absolutely confident
Austrian Empire,capital-city-of,Vienna,P1376,"Austrian Empire's capital city,","Austrian Empire's capital city, Vienna","Austrian Empire's capital city, Arkansas",Arkansas,"consistent ""Austrian Empire's capital city,""",Vienna Absolutely confident
First Czechoslovak Republic,capital-of,Prague,P1376,The capital of First Czechoslovak Republic is,The capital of First Czechoslovak Republic is Prague,The capital of First Czechoslovak Republic is Cardiff,Cardiff,"consistent ""The capital of First Czechoslovak Republic is""",Prague Absolutely confident
Khedivate of Egypt,capital-of,Cairo,P1376,"Khedivate of Egypt's capital,","Khedivate of Egypt's capital, Cairo","Khedivate of Egypt's capital, Peru",Peru,"consistent ""Khedivate of Egypt's capital,""",Cairo Absolutely confident
Beirut Governorate,capital-of,Beirut,P1376,"Beirut Governorate's capital,","Beirut Governorate's capital, Beirut","Beirut Governorate's capital, Columbus",Columbus,"consistent ""Beirut Governorate's capital,""",Beirut Absolutely confident
Guatemala City,capital-city-of,Guatemala,P1376,"Guatemala City, the capital city of","Guatemala City, the capital city of Guatemala","Guatemala City, the capital city of Mali",Mali,"consistent ""Guatemala City, the capital city of""",Guatemala Absolutely confident
Miami-Dade County,capital-city-of,Miami,P1376,"Miami-Dade County's capital city,","Miami-Dade County's capital city, Miami","Miami-Dade County's capital city, Albania",Albania,"consistent ""Miami-Dade County's capital city,""",Miami Absolutely confident
Brisbane,capital-city-of,Queensland,P1376,"Brisbane, that is the capital city of","Brisbane, that is the capital city of Queensland","Brisbane, that is the capital city of Florence",Florence,"consistent ""Brisbane, that is the capital city of""",Queensland Absolutely confident
Wisconsin,capital-of,Madison,P1376,"Wisconsin's capital,","Wisconsin's capital, Madison","Wisconsin's capital, Constantinople",Constantinople,"consistent ""Wisconsin's capital,""",is Absolutely confident
Brandenburg-Prussia,capital-of,Berlin,P1376,"Brandenburg-Prussia's capital,","Brandenburg-Prussia's capital, Berlin","Brandenburg-Prussia's capital, Amsterdam",Amsterdam,"consistent ""Brandenburg-Prussia's capital,""",Berlin Absolutely confident
Delhi Sultanate,capital-of,Delhi,P1376,"Delhi Sultanate's capital,","Delhi Sultanate's capital, Delhi","Delhi Sultanate's capital, Dublin",Dublin,"consistent ""Delhi Sultanate's capital,""",was Confident
First Spanish Republic,capital-of,Madrid,P1376,The capital of First Spanish Republic is,The capital of First Spanish Republic is Madrid,The capital of First Spanish Republic is Oslo,Oslo,"consistent ""The capital of First Spanish Republic is""",Madrid Absolutely confident
Papal States,capital-of,Rome,P1376,"Papal States's capital,","Papal States's capital, Rome","Papal States's capital, Durham",Durham,"consistent ""Papal States's capital,""",Rome Absolutely confident
Abuja,capital-city-of,Nigeria,P1376,"Abuja, the capital city of","Abuja, the capital city of Nigeria","Abuja, the capital city of Rome",Rome,"consistent ""Abuja, the capital city of""",Nigeria Absolutely confident
Bratislava,capital-of,Slovakia,P1376,"Bratislava, that is the capital of","Bratislava, that is the capital of Slovakia","Bratislava, that is the capital of Moscow",Moscow,"consistent ""Bratislava, that is the capital of""",Slovakia Absolutely confident
Soviet Union,capital-of,Moscow,P1376,"Soviet Union's capital,","Soviet Union's capital, Moscow","Soviet Union's capital, Ontario",Ontario,"consistent ""Soviet Union's capital,""",was Absolutely confident
Commonwealth of England,capital-of,London,P1376,"Commonwealth of England's capital,","Commonwealth of England's capital, London","Commonwealth of England's capital, Miami",Miami,"consistent ""Commonwealth of England's capital,""",London Absolutely confident
Dublin,capital-of,Ireland,P1376,Dublin is the capital of,Dublin is the capital of Ireland,Dublin is the capital of Indonesia,Indonesia,"consistent ""Dublin is the capital of""",Ireland Absolutely confident
Tulsa County,capital-city-of,Tulsa,P1376,"Tulsa County's capital city,","Tulsa County's capital city, Tulsa","Tulsa County's capital city, Berlin",Berlin,"consistent ""Tulsa County's capital city,""",is Absolutely confident
County Dublin,capital-of,Dublin,P1376,"County Dublin's capital,","County Dublin's capital, Dublin","County Dublin's capital, Yemen",Yemen,"consistent ""County Dublin's capital,""",Dublin Absolutely confident
Tamil Nadu,capital-city-of,Chennai,P1376,"Tamil Nadu's capital city,","Tamil Nadu's capital city, Chennai","Tamil Nadu's capital city, Melbourne",Melbourne,"consistent ""Tamil Nadu's capital city,""",is Absolutely confident
People's Republic of Poland,capital-of,Warsaw,P1376,"People's Republic of Poland's capital,","People's Republic of Poland's capital, Warsaw","People's Republic of Poland's capital, Edinburgh",Edinburgh,"consistent ""People's Republic of Poland's capital,""",Warsaw Absolutely confident
City of Melbourne,capital-city-of,Melbourne,P1376,"City of Melbourne's capital city,","City of Melbourne's capital city, Melbourne","City of Melbourne's capital city, Aleppo",Aleppo,"consistent ""City of Melbourne's capital city,""",is Absolutely confident
People's Republic of China,capital-of,Beijing,P1376,"People's Republic of China's capital,","People's Republic of China's capital, Beijing","People's Republic of China's capital, Brussels",Brussels,"consistent ""People's Republic of China's capital,""",Beijing Absolutely confident
Wake County,capital-of,Raleigh,P1376,"Wake County's capital,","Wake County's capital, Raleigh","Wake County's capital, Arkansas",Arkansas,"consistent ""Wake County's capital,""",is Absolutely confident
Salt Lake City,capital-of,Utah,P1376,"Salt Lake City, the capital of","Salt Lake City, the capital of Utah","Salt Lake City, the capital of Providence",Providence,"consistent ""Salt Lake City, the capital of""",Utah Absolutely confident
Kingdom of Iraq,capital-of,Baghdad,P1376,"Kingdom of Iraq's capital,","Kingdom of Iraq's capital, Baghdad","Kingdom of Iraq's capital, Poland",Poland,"consistent ""Kingdom of Iraq's capital,""",Baghdad Absolutely confident
Austria-Hungary,capital-city-of,Vienna,P1376,"Austria-Hungary's capital city,","Austria-Hungary's capital city, Vienna","Austria-Hungary's capital city, Utah",Utah,"consistent ""Austria-Hungary's capital city,""",was Absolutely confident
Dakar,capital-of,Senegal,P1376,"Dakar, the capital of","Dakar, the capital of Senegal","Dakar, the capital of Tasmania",Tasmania,"consistent ""Dakar, the capital of""",Senegal Absolutely confident
Nazi Germany,capital-city-of,Berlin,P1376,"Nazi Germany's capital city,","Nazi Germany's capital city, Berlin","Nazi Germany's capital city, Providence",Providence,"consistent ""Nazi Germany's capital city,""",Berlin Absolutely confident
Merrimack County,capital-of,Concord,P1376,"Merrimack County's capital,","Merrimack County's capital, Concord","Merrimack County's capital, Guatemala",Guatemala,"consistent ""Merrimack County's capital,""",Concord Absolutely confident
Paris,capital-city-of,France,P1376,Paris is the capital city of,Paris is the capital city of France,Paris is the capital city of Bangladesh,Bangladesh,"consistent ""Paris is the capital city of""",France Absolutely confident
Baghdad,capital-city-of,Iraq,P1376,Baghdad is the capital city of,Baghdad is the capital city of Iraq,Baghdad is the capital city of Concord,Concord,"consistent ""Baghdad is the capital city of""",Iraq Absolutely confident
Sacramento County,capital-of,Sacramento,P1376,"Sacramento County's capital,","Sacramento County's capital, Sacramento","Sacramento County's capital, Tanzania",Tanzania,"consistent ""Sacramento County's capital,""",Sacramento Absolutely confident
Ankara Province,capital-of,Ankara,P1376,"Ankara Province's capital,","Ankara Province's capital, Ankara","Ankara Province's capital, France",France,"consistent ""Ankara Province's capital,""",Ankara Absolutely confident
New South Wales,capital-city-of,Sydney,P1376,"New South Wales's capital city,","New South Wales's capital city, Sydney","New South Wales's capital city, Idaho",Idaho,"consistent ""New South Wales's capital city,""",is Absolutely confident
Buenos Aires,capital-city-of,Argentina,P1376,Buenos Aires is the capital city of,Buenos Aires is the capital city of Argentina,Buenos Aires is the capital city of Bern,Bern,"consistent ""Buenos Aires is the capital city of""",Argentina Absolutely confident
Finland,capital-city-of,Helsinki,P1376,"Finland's capital city,","Finland's capital city, Helsinki","Finland's capital city, Nashville",Nashville,"consistent ""Finland's capital city,""",is Absolutely confident
Manitoba,capital-city-of,Winnipeg,P1376,"Manitoba's capital city,","Manitoba's capital city, Winnipeg","Manitoba's capital city, Chicago",Chicago,"consistent ""Manitoba's capital city,""",Winnipeg Absolutely confident
Jerusalem,capital-of,Israel,P1376,"Jerusalem, the capital of","Jerusalem, the capital of Israel","Jerusalem, the capital of Springfield",Springfield,"consistent ""Jerusalem, the capital of""",Israel Absolutely confident
Baku,capital-city-of,Azerbaijan,P1376,Baku is the capital city of,Baku is the capital city of Azerbaijan,Baku is the capital city of Haiti,Haiti,"consistent ""Baku is the capital city of""",Azerbaijan Absolutely confident
Stockholm County,capital-of,Stockholm,P1376,"Stockholm County's capital,","Stockholm County's capital, Stockholm","Stockholm County's capital, Indonesia",Indonesia,"consistent ""Stockholm County's capital,""",Stockholm Absolutely confident
Panama City,capital-city-of,Panama,P1376,"Panama City, that is the capital city of","Panama City, that is the capital city of Panama","Panama City, that is the capital city of Sweden",Sweden,"consistent ""Panama City, that is the capital city of""",Panama Absolutely confident
Saga Prefecture,capital-of,Saga,P1376,The capital of Saga Prefecture is,The capital of Saga Prefecture is Saga,The capital of Saga Prefecture is Guatemala,Guatemala,"consistent ""The capital of Saga Prefecture is""",Saga Absolutely confident
Grand Duchy of Moscow,capital-of,Moscow,P1376,"Grand Duchy of Moscow's capital,","Grand Duchy of Moscow's capital, Moscow","Grand Duchy of Moscow's capital, Ukraine",Ukraine,"consistent ""Grand Duchy of Moscow's capital,""",Moscow Absolutely confident
Kampala,capital-city-of,Uganda,P1376,"Kampala, the capital city of","Kampala, the capital city of Uganda","Kampala, the capital city of Chicago",Chicago,"consistent ""Kampala, the capital city of""",Uganda Absolutely confident
Islamabad,capital-city-of,Pakistan,P1376,"Islamabad, the capital city of","Islamabad, the capital city of Pakistan","Islamabad, the capital city of Boulder",Boulder,"consistent ""Islamabad, the capital city of""",Pakistan Absolutely confident
Republic of Florence,capital-of,Florence,P1376,"Republic of Florence's capital,","Republic of Florence's capital, Florence","Republic of Florence's capital, Croatia",Croatia,"consistent ""Republic of Florence's capital,""",was Absolutely confident
Indonesia,capital-of,Jakarta,P1376,"Indonesia's capital,","Indonesia's capital, Jakarta","Indonesia's capital, Raleigh",Raleigh,"consistent ""Indonesia's capital,""",is Confident
Sofia,capital-of,Bulgaria,P1376,"Sofia, the capital of","Sofia, the capital of Bulgaria","Sofia, the capital of Israel",Israel,"consistent ""Sofia, the capital of""",Bulgaria Absolutely confident
Second Polish Republic,capital-of,Warsaw,P1376,"Second Polish Republic's capital,","Second Polish Republic's capital, Warsaw","Second Polish Republic's capital, India",India,"consistent ""Second Polish Republic's capital,""",was Absolutely confident
Phnom Penh,capital-city-of,Cambodia,P1376,"Phnom Penh, that is the capital city of","Phnom Penh, that is the capital city of Cambodia","Phnom Penh, that is the capital city of Columbus",Columbus,"consistent ""Phnom Penh, that is the capital city of""",Cambodia Absolutely confident
Tehran,capital-of,Iran,P1376,"Tehran, the capital of","Tehran, the capital of Iran","Tehran, the capital of Croatia",Croatia,"consistent ""Tehran, the capital of""",Iran Absolutely confident
